DISTRICT BY ADDRESS,paymeter Account Number
Ibeju,9640376632
Ibeju,9640382246
Ibeju,9640393752
Ibeju,9640401002
Ibeju,9640401349
Ibeju,9640404883
Ibeju,9640406186
Ibeju,9640419854
Ibeju,9640437548
Ibeju,9640439731
Ibeju,9640440041
Ibeju,9640441574
Ibeju,9640444506
Ibeju,9640454077
Ibeju,9640460210
Ibeju,9640464603
Ibeju,9640471788
Ibeju,9640481170
Ibeju,9640487725
Ibeju,9640497021
Ibeju,9640502545
Ibeju,9640503274
Ibeju,9640503827
Ibeju,9640504604
Ibeju,9640509300
Ibeju,9640535808
Ibeju,9640542110
Ibeju,9640543887
Ibeju,9640550144
Ibeju,9640551608
Ibeju,9640564132
Ibeju,9640565933
Ibeju,9640566693
Ibeju,9640574971
Ibeju,9640575679
Ibeju,9641565181
Ibeju,9642256158
Ibeju,9642574858
Ibeju,9644529302
Ibeju,9645749976
Ibeju,9652881025
Ijora,7770000002
Ijora,7770000019
Ijora,7770000023
Ijora,7770000082
Ijora,7770000090
Ijora,7770000118
Ijora,7770000121
Ijora,7770000162
Ijora,7770000166
Ijora,7770000180
Ijora,7770000193
Ijora,7770000213
Ijora,7770000224
Ijora,7770000228
Ijora,7770000230
Ijora,7770000237
Ijora,7770000256
Ijora,7770000288
Ijora,7770000321
Ijora,7770000360
Ijora,7770000403
Ijora,7770000415
Ijora,7770000494
Ijora,7770000528
Ijora,7770000541
Ijora,9614110024
Ijora,9618014663
Ijora,9618300179
Ijora,9620807253
Ijora,9621160355
Ijora,9624417225
Ijora,9625588702
Ijora,9628552092
Ijora,9632206510
Ijora,9632946973
Ijora,9633039513
Ijora,9633996425
Ijora,9634378125
Ijora,9635477829
Ijora,9639935703
Ijora,9639939990
Ijora,9639940877
Ijora,9639943706
Ijora,9639948873
Ijora,9639952593
Ijora,9639955161
Ijora,9639989067
Ijora,9639989380
Ijora,9639996032
Ijora,9640000759
Ijora,9640001031
Ijora,9640004331
Ijora,9640007088
Ijora,9640015115
Ijora,9640019481
Ijora,9640061868
Ijora,9640064577
Ijora,9640071432
Ijora,9640072312
Ijora,9640073388
Ijora,9640074983
Ijora,9640076774
Ijora,9640078091
Ijora,9640079562
Ijora,9640080171
Ijora,9640080298
Ijora,9640086881
Ijora,9640091807
Ijora,9640116562
Ijora,9640117583
Ijora,9640127432
Ijora,9640139206
Ijora,9640144435
Ijora,9640146738
Ijora,9640157866
Ijora,9640159183
Ijora,9640160314
Ijora,9640162181
Ijora,9640163645
Ijora,9640165656
Ijora,9640166529
Ijora,9640168114
Ijora,9640172236
Ijora,9640172267
Ijora,9640180033
Ijora,9640185162
Ijora,9640187142
Ijora,9640190470
Ijora,9640198854
Ijora,9640204423
Ijora,9640209442
Ijora,9640209868
Ijora,9640212158
Ijora,9640228755
Ijora,9640238422
Ijora,9640253751
Ijora,9640265776
Ijora,9640270307
Ijora,9640271270
Ijora,9640272978
Ijora,9640280782
Ijora,9640284089
Ijora,9640302006
Ijora,9640314210
Ijora,9640318483
Ijora,9640318737
Ijora,9640318902
Ijora,9640322732
Ijora,9640322859
Ijora,9640330584
Ijora,9640332296
Ijora,9640333190
Ijora,9640333334
Ijora,9640333853
Ijora,9640334355
Ijora,9640342420
Ijora,9640349498
Ijora,9640358436
Ijora,9640365298
Ijora,9640375824
Ijora,9640377976
Ijora,9640388774
Ijora,9640389984
Ijora,9640395323
Ijora,9640397877
Ijora,9640410772
Ijora,9640418589
Ijora,9640420377
Ijora,9640422412
Ijora,9640429363
Ijora,9640436345
Ijora,9640442856
Ijora,9640444159
Ijora,9640446012
Ijora,9640446782
Ijora,9640448281
Ijora,9640458707
Ijora,9640463761
Ijora,9640464270
Ijora,9640464452
Ijora,9640466573
Ijora,9640468632
Ijora,9640469172
Ijora,9640480537
Ijora,9640487316
Ijora,9640487794
Ijora,9640489279
Ijora,9640492473
Ijora,9640499221
Ijora,9640512047
Ijora,9640513305
Ijora,9640519352
Ijora,9640523326
Ijora,9640529050
Ijora,9640529098
Ijora,9640536874
Ijora,9640539538
Ijora,9640552272
Ijora,9640555084
Ijora,9640558377
Ijora,9640567061
Ijora,9640568439
Ijora,9640568594
Ijora,9640573675
Ijora,9640576449
Ijora,9640577783
Ijora,9640584758
Ijora,9640593590
Ijora,9640594511
Ijora,9641351434
Ijora,9642563380
Ijora,9642724983
Ijora,9643490614
Ijora,9645214810
Ijora,9647709099
Ijora,9649370097
Ijora,9649966306
Ijora,9654262794
Ijora,9655863088
Island,7770000037
Island,7770000041
Island,7770000046
Island,7770000068
Island,7770000070
Island,7770000071
Island,7770000072
Island,7770000073
Island,7770000074
Island,7770000075
Island,7770000076
Island,7770000077
Island,7770000078
Island,7770000079
Island,7770000080
Island,7770000096
Island,7770000129
Island,7770000138
Island,7770000155
Island,7770000181
Island,7770000202
Island,7770000207
Island,7770000208
Island,7770000211
Island,7770000227
Island,7770000242
Island,7770000257
Island,7770000297
Island,7770000317
Island,7770000323
Island,7770000324
Island,7770000408
Island,7770000537
Island,9615267279
Island,9615815508
Island,9616906034
Island,9617370360
Island,9624307005
Island,9625524142
Island,9627291561
Island,9628346554
Island,9628988499
Island,9632103097
Island,9633556717
Island,9634698984
Island,9635207714
Island,9635675333
Island,9636396411
Island,9637677692
Island,9639703142
Island,9639951802
Island,9639953466
Island,9639956072
Island,9639966615
Island,9639966897
Island,9639978489
Island,9639988716
Island,9639989445
Island,9639993282
Island,9640003932
Island,9640006641
Island,9640028900
Island,9640052569
Island,9640084935
Island,9640090398
Island,9640094509
Island,9640095881
Island,9640111608
Island,9640117909
Island,9640130942
Island,9640131097
Island,9640155381
Island,9640163683
Island,9640173518
Island,9640175189
Island,9640177695
Island,9640185454
Island,9640188369
Island,9640200133
Island,9640202553
Island,9640209772
Island,9640221426
Island,9640232389
Island,9640240612
Island,9640243651
Island,9640261936
Island,9640266498
Island,9640276543
Island,9640278671
Island,9640318548
Island,9640320381
Island,9640348855
Island,9640384295
Island,9640387870
Island,9640393659
Island,9640393721
Island,9640399228
Island,9640411164
Island,9640418273
Island,9640419957
Island,9640420030
Island,9640421020
Island,9640421154
Island,9640438459
Island,9640438473
Island,9640442454
Island,9640448580
Island,9640450505
Island,9640454912
Island,9640455438
Island,9640471427
Island,9640473902
Island,9640474538
Island,9640497162
Island,9640516588
Island,9640521243
Island,9640535585
Island,9640542017
Island,9640542536
Island,9640552416
Island,9640581290
Island,9640589447
Island,9643071615
Island,9644654844
Island,9645210348
Island,9645549475
Island,9646345643
Island,9647754233
Island,9647913997
Island,9649504504
Island,9649687401
Island,9649805438
Island,9650706560
Island,9652656487
Island,9653624685
Island,9654156060
Island,9655670174
Lekki,7770000005
Lekki,7770000015
Lekki,7770000035
Lekki,7770000038
Lekki,7770000044
Lekki,7770000052
Lekki,7770000055
Lekki,7770000061
Lekki,7770000097
Lekki,7770000103
Lekki,7770000105
Lekki,7770000106
Lekki,7770000120
Lekki,7770000131
Lekki,7770000132
Lekki,7770000137
Lekki,7770000151
Lekki,7770000161
Lekki,7770000169
Lekki,7770000172
Lekki,7770000173
Lekki,7770000210
Lekki,7770000232
Lekki,7770000243
Lekki,7770000264
Lekki,7770000274
Lekki,7770000300
Lekki,7770000364
Lekki,7770000395
Lekki,7770000467
Lekki,7770000479
Lekki,7770000526
Lekki,9612054803
Lekki,9617104741
Lekki,9617233906
Lekki,9618527563
Lekki,9621921183
Lekki,9627289371
Lekki,9628659575
Lekki,9629492049
Lekki,9631290095
Lekki,9635656824
Lekki,9637400911
Lekki,9639877599
Lekki,9639936982
Lekki,9639937776
Lekki,9639937965
Lekki,9639938845
Lekki,9639943122
Lekki,9639950702
Lekki,9639951998
Lekki,9639952050
Lekki,9639960778
Lekki,9639960802
Lekki,9639966976
Lekki,9639969403
Lekki,9639971590
Lekki,9639974553
Lekki,9639978362
Lekki,9639992429
Lekki,9639999655
Lekki,9640005307
Lekki,9640016851
Lekki,9640022795
Lekki,9640025758
Lekki,9640036910
Lekki,9640038945
Lekki,9640044700
Lekki,9640047787
Lekki,9640048461
Lekki,9640052538
Lekki,9640063398
Lekki,9640071487
Lekki,9640072257
Lekki,9640084832
Lekki,9640085255
Lekki,9640089428
Lekki,9640096778
Lekki,9640102134
Lekki,9640108071
Lekki,9640115156
Lekki,9640121155
Lekki,9640148787
Lekki,9640149564
Lekki,9640170957
Lekki,9640174962
Lekki,9640177626
Lekki,9640182329
Lekki,9640193770
Lekki,9640207802
Lekki,9640212048
Lekki,9640218655
Lekki,9640260159
Lekki,9640261132
Lekki,9640268234
Lekki,9640270936
Lekki,9640277399
Lekki,9640278262
Lekki,9640283051
Lekki,9640284735
Lekki,9640295430
Lekki,9640306815
Lekki,9640314090
Lekki,9640320020
Lekki,9640331024
Lekki,9640343317
Lekki,9640346284
Lekki,9640347236
Lekki,9640347683
Lekki,9640359574
Lekki,9640368268
Lekki,9640372816
Lekki,9640375130
Lekki,9640385137
Lekki,9640393264
Lekki,9640400249
Lekki,9640409840
Lekki,9640415351
Lekki,9640417740
Lekki,9640418280
Lekki,9640430611
Lekki,9640437689
Lekki,9640439638
Lekki,9640442863
Lekki,9640449415
Lekki,9640455476
Lekki,9640458439
Lekki,9640458769
Lekki,9640473665
Lekki,9640478691
Lekki,9640480049
Lekki,9640492727
Lekki,9640514144
Lekki,9640514917
Lekki,9640519194
Lekki,9640519314
Lekki,9640524048
Lekki,9640530968
Lekki,9640539411
Lekki,9640544839
Lekki,9640546091
Lekki,9640552636
Lekki,9640556397
Lekki,9640568666
Lekki,9640579880
Lekki,9640586192
Lekki,9641216139
Lekki,9641651880
Lekki,9642338670
Lekki,9642513244
Lekki,9642778993
Lekki,9643748810
Lekki,9646927885
Lekki,9646979406
Lekki,9648347249
Lekki,9652394327
Mushin,7770000003
Mushin,7770000014
Mushin,7770000099
Mushin,7770000109
Mushin,7770000143
Mushin,7770000148
Mushin,7770000195
Mushin,7770000201
Mushin,7770000206
Mushin,7770000222
Mushin,7770000255
Mushin,7770000265
Mushin,7770000268
Mushin,7770000311
Mushin,7770000314
Mushin,7770000373
Mushin,7770000417
Mushin,7770000424
Mushin,7770000502
Mushin,7770000505
Mushin,7770000515
Mushin,9615600751
Mushin,9620565915
Mushin,9623107992
Mushin,9626857504
Mushin,9634814474
Mushin,9639936872
Mushin,9639939062
Mushin,9639952160
Mushin,9639962277
Mushin,9639962332
Mushin,9639970579
Mushin,9639978104
Mushin,9639988747
Mushin,9639995152
Mushin,9640000429
Mushin,9640002502
Mushin,9640003217
Mushin,9640008384
Mushin,9640010158
Mushin,9640021255
Mushin,9640021592
Mushin,9640024933
Mushin,9640030310
Mushin,9640033184
Mushin,9640040812
Mushin,9640049334
Mushin,9640050589
Mushin,9640060627
Mushin,9640063491
Mushin,9640066258
Mushin,9640070473
Mushin,9640083103
Mushin,9640087091
Mushin,9640099542
Mushin,9640100738
Mushin,9640108985
Mushin,9640127047
Mushin,9640134971
Mushin,9640140578
Mushin,9640146972
Mushin,9640148598
Mushin,9640149540
Mushin,9640151565
Mushin,9640154308
Mushin,9640157330
Mushin,9640157550
Mushin,9640161847
Mushin,9640164219
Mushin,9640173329
Mushin,9640179840
Mushin,9640186413
Mushin,9640195932
Mushin,9640200432
Mushin,9640202481
Mushin,9640210367
Mushin,9640242977
Mushin,9640248096
Mushin,9640255463
Mushin,9640257216
Mushin,9640258543
Mushin,9640259272
Mushin,9640265800
Mushin,9640271500
Mushin,9640284962
Mushin,9640289228
Mushin,9640295667
Mushin,9640297104
Mushin,9640320264
Mushin,9640320501
Mushin,9640335637
Mushin,9640340378
Mushin,9640340529
Mushin,9640349175
Mushin,9640362974
Mushin,9640364349
Mushin,9640366219
Mushin,9640378942
Mushin,9640379592
Mushin,9640385120
Mushin,9640386093
Mushin,9640386615
Mushin,9640397901
Mushin,9640398829
Mushin,9640407413
